code_system,code,display,resource_count,value_type,observed_units
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228562,Incision #4- Location,1,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228565,Incision #1- Cleanse,52,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228566,Incision #2- Cleanse,15,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228567,Incision #3- Cleanse,3,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228571,Incision #1- Treatment,430,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228572,Incision #2- Treatment,153,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228573,Incision #3- Treatment,35,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228574,Incision #4- Treatment,2,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228575,Incision #5- Treatment,1,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228577,Impaired Skin #2- Type,183,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228578,Impaired Skin #3- Type,108,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228579,Impaired Skin #4- Type,78,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228580,Impaired Skin #5- Type,74,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228581,Impaired Skin #6- Type,40,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228582,Impaired Skin #7- Type,17,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228583,Impaired Skin #8- Type,1,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228594,Incision #1- Dressing Status,375,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228595,Incision #2- Dressing Status,124,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228596,Incision #3- Dressing Status,24,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228597,Incision #4- Dressing Status,2,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228600,Impaired Skin #1- Dressing Status,253,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228601,Impaired Skin #2- Dressing Status,103,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228602,Impaired Skin #3- Dressing Status,60,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228603,Impaired Skin #4- Dressing Status,44,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228604,Impaired Skin #5- Dressing Status,23,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228605,Impaired Skin #6- Dressing Status,19,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228606,Impaired Skin #7- Dressing Status,13,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228610,Pressure Ulcer #1- Depth,63,valueQuantity,cm [cm]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228611,Pressure Ulcer #2- Depth,4,valueQuantity,cm [cm]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228620,Pressure Ulcer #1- Width,67,valueQuantity,cm [cm]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228621,Pressure Ulcer #2- Width,4,valueQuantity,cm [cm]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228622,Pressure Ulcer #3- Width,7,valueQuantity,cm [cm]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228640,EtCO2,202,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228648,Home TF,241,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228649,Pressure Ulcer Present,237,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228687,Code Status.,15,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228689,Discharge from ICU,4,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228691,Febrile last 24 hours,2,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228692,Glucose Control - Prophy,6,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228697,Mobilization Plan,3,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228698,Abdominal - (GI / Hepatic / Renal),3,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228699,Cardiovascular,4,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228700,DVT Prophy,9,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228702,Lines/Tubes,17,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228704,Neurological,2,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228709,Respiratory,6,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228710,Sedation goal,4,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228712,VAP - Prophy,10,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228713,Vascular,3,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228714,Bladder scanned,47,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228719,Vented,4,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228723,Pressure ulcer #1- Length,67,valueQuantity,cm [cm]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228724,Pressure ulcer #2- Length,4,valueQuantity,cm [cm]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228725,Pressure ulcer #3- Length,7,valueQuantity,cm [cm]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228733,Pressure ulcer #1- Wound Base,162,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228734,Pressure ulcer #2- Wound Base,18,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228735,Pressure ulcer #3- Wound Base,7,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228743,Pressure ulcer #1- Surrounding tissue,150,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228744,Pressure ulcer #2- Surrounding tissue,36,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228745,Pressure ulcer #3- Surrounding tissue,7,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228753,Pressure ulcer #1- Drainage,43,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228754,Pressure ulcer #2- Drainage,7,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228755,Pressure ulcer #3- Drainage,6,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228763,Pressure ulcer #1- Drainage amount,31,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228764,Pressure ulcer #2- Drainage amount,3,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228765,Pressure ulcer #3- Drainage amount,1,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228773,Pressure ulcer #1- Odor,28,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228774,Pressure ulcer #2- Odor,5,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228775,Pressure ulcer #3- Odor,1,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228783,Pressure ulcer #1- Cleanse,22,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228784,Pressure ulcer #2- Cleanse,4,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228803,Pressure ulcer #1- Dressing status,61,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228804,Pressure ulcer #2- Dressing status,4,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228813,Pressure ulcer #1- Stage,105,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228814,Pressure ulcer #2- Stage,27,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228815,Pressure ulcer #3- Stage,7,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228833,Pressure ulcer #1- Tunneling present,61,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228834,Pressure ulcer #2- Tunneling present,18,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228835,Pressure ulcer #3- Tunneling present,7,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228843,Pressure ulcer #1- Undermining present,54,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228844,Pressure ulcer #2- Undermining present,18,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228845,Pressure ulcer #3- Undermining present,7,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228853,Impaired Skin #1- Type,93,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228854,Impaired Skin #2- Type,57,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228855,Impaired Skin #3- Type,50,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228856,Impaired Skin #4- Type,18,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228857,Impaired Skin #5- Type,12,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228858,Impaired Skin #6- Type,8,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228859,Impaired Skin #7- Type,3,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228866,Plateau Pressure (IABP),33,valueQuantity,mmHg [mmHg]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228867,Assist Device,7,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228868,Assistance,3947,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228878,PeCO2,12,valueQuantity,mmHg [mmHg]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228879,Education Readiness/Motivation,745,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228880,Education Existing Knowledge,742,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228888,Pain NCP - Expected outcomes,119,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228890,Pain NCP - Interventions,1916,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228894,Impaired Fluid Balance NCP - Expected outcomes,1341,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228898,Impaired Fluid Balance NCP - Interventions,2839,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228902,Altered Respiratory Status NCP - Expected outcomes,2104,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228903,Altered Respiratory Status NCP - Goal,4,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228905,Altered Respiratory Status NCP - Interventions,5398,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228907,Altered Respiratory Status NCP - outcomes met,1,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228911,Altered Skin Integrity NCP - Expected outcomes,529,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228914,Altered Skin Integrity NCP - Interventions,1186,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228924,Impaired Tissue Perfusion NCP - Expected outcomes,3704,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228926,Impaired Tissue Perfusion NCP - Goal,1,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228928,Impaired Tissue Perfusion NCP - Interventions,5463,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228933,Post-op Care NCP - Expected outcomes,1361,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228937,Post-op Care NCP - Interventions,1684,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228943,Infection NCP - Expected outcomes,891,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228945,Infection NCP - Goal,1,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228947,Infection NCP - Interventions,2949,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228949,Infection NCP - outcomes met,1,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228953,Coping/Knowledge Deficit  NCP - Expected outcomes,479,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228957,Coping/Knowledge Deficit  NCP - Interventions,1110,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228962,Nutrition  NCP - Expected outcomes,77,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228966,Nutrition  NCP - Interventions,231,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228971,Nutrition NCP - Body needs,54,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228973,Altered Mental Status  NCP - Expected outcomes,1314,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228977,Altered Mental Status  NCP - Interventions,2252,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228983,Safety Restraints NCP - Expected outcomes,781,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228988,Safety Restraints NCP - Interventions,4658,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228993,Discharge NCP - Expected outcomes,98,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228997,Discharge NCP - Interventions,242,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229001,Self harm NCP - Expected outcomes,22,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229003,Self harm NCP - Interventions,43,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229027,Constitutional,4,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229032,HEENT,3,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229079,Pain Controlled,4,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229087,Critically ill,1,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229088,Altered Mental Status  NCP - Plan revised,122,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229089,Altered Mental Status  NCP - Problem resolved,289,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229090,Altered Respiratory Status NCP - Plan revised,175,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229091,Altered Respiratory Status NCP - Problem resolved,478,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229092,Altered Skin Integrity NCP - Plan revised,50,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229093,Altered Skin Integrity NCP - Problem resolved,116,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229094,Coping/Knowledge Deficit  NCP - Plan revised,36,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229095,Coping/Knowledge Deficit  NCP - Problem resolved,110,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229096,Discharge NCP - Plan revised,20,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229097,Discharge NCP - Problem resolved,49,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229098,Impaired Fluid Balance NCP - Plan revised,111,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229099,Impaired Fluid Balance NCP - Problem resolved,287,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229100,Impaired Tissue Perfusion NCP - Plan revised,190,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229101,Impaired Tissue Perfusion NCP - Problem resolved,491,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229102,Infection NCP - Plan revised,127,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229103,Infection NCP - Problem resolved,347,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229104,Nutrition  NCP - Plan revised,17,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229105,Nutrition  NCP - Problem resolved,54,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229106,Pain NCP - Plan revised,95,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229107,Pain NCP - Problem resolved,308,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229108,Post-op Care NCP - Plan revised,107,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229109,Post-op Care NCP - Problem resolved,211,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229110,Safety Restraints NCP - Plan revised,87,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229111,Safety Restraints NCP - Problem resolved,304,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229112,Self harm NCP - Plan revised,6,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229113,Self harm NCP - Problem resolved,11,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229122,Elimination NCP - Problem resolved,30,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229123,Elimination NCP - Plan revised,12,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229124,Altered Sensory Perception NCP - Expected Outcomes,225,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229126,Altered Sensory Perception NCP - Interventions,797,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229128,Altered Sensory Perception NCP - Plan revised,32,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229129,Altered Sensory Perception NCP - Problem resolved,70,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229133,Elimination NCP - Expected outcomes,48,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229134,Elimination NCP - Interventions,162,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229136,Substance withdrawal NCP - Expected outcomes,166,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229138,Substance withdrawal NCP - Interventions,351,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229140,Substance withdrawal NCP - Plan revised,14,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229141,Substance withdrawal NCP - Problem resolved,43,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229143,Metabolic disturbance NCP - Expected outcomes,31,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229145,Metabolic disturbance NCP - Interventions,51,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229147,Metabolic disturbance NCP - Plan revised,5,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229148,Metabolic disturbance NCP - Problem resolved,10,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229150,Palliative Care NCP - Expected outcomes,45,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229152,Palliative Care NCP - Interventions,150,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229154,Palliative Care NCP - Plan revised,10,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229155,Palliative Care NCP - Problem resolved,22,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229160,Timespent,1,valueQuantity,min [min]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229243,Neuro Mon Line Type,61,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229244,Humidifier Water Changed,725,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229245,Humidifier Water % Fill Level,763,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229247,Trans Membrane Pressure,402,valueQuantity,mmHg [mmHg]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229248,Pressure Drop,402,valueQuantity,mmHg [mmHg]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229288,Nutrition,6,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229292,GI Prophy,6,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229293,Pain Control,8,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229300,GI #1 Tube Mark (CM),369,valueQuantity,cm [cm]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229301,GI #2 Tube Mark (CM),4,valueQuantity,cm [cm]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229314,Ventilator Mode (Hamilton),402,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229316,TOF Twitch,6,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229319,Activity / Mobility (JH-HLM),94,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229321,Activity / Mobility (JH-HLM),2653,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229322,Breathing pattern/effort,1318,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229323,Current Dyspnea Assessment,583,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229324,CAM-ICU Disorganized thinking,27,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229325,CAM-ICU Inattention,296,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229326,CAM-ICU MS Change,597,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229327,Activity Intolerance  NCP - Expected outcomes,10,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229330,Activity Intolerance  NCP - Interventions,3,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229344,Impaired Mobility NCP - Expected outcomes,33,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229347,Impaired Mobility  NCP - Interventions,32,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229349,Impaired Mobility NCP - Problem resolved,14,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229350,Impaired Mobility NCP - Plan revised,16,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229354,Foley Cath Insertion Location,836,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229355,Absolute Neutrophil Count,3,valueQuantity,K/uL [K/uL]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229356,Differential - Immature Granulocytes,28,valueQuantity,% [%]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229357,Absolute Count - Neuts,67,valueQuantity,K/uL [K/uL]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229358,Absolute Count - Lymphs,67,valueQuantity,K/uL [K/uL]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229359,Absolute Count - Monos,67,valueQuantity,K/uL [K/uL]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229360,Absolute Count - Eos,67,valueQuantity,K/uL [K/uL]
